./lab6
current sum of generated num up to now is 0, adding 1 to it.
current sum of generated num up to now is 2633, adding 5 to it.
current sum of generated num up to now is 2638, adding 3 to it.
current sum of generated num up to now is 2641, adding 9 to it.
current sum of generated num up to now is 2650, adding 1 to it.
current sum of generated num up to now is 2651, adding 8 to it.
current sum of generated num up to now is 2659, adding 5 to it.
current sum of generated num up to now is 2664, adding 6 to it.
current sum of generated num up to now is 2670, adding 9 to it.
current sum of generated num up to now is 2679, adding 6 to it.
current sum of generated num up to now is 2685, adding 1 to it.
current sum of generated num up to now is 2686, adding 1 to it.
current sum of generated num up to now is 2687, adding 1 to it.
current sum of generated num up to now is 2688, adding 2 to it.
current sum of generated num up to now is 2690, adding 7 to it.
current sum of generated num up to now is 2697, adding 0 to it.
current sum of generated num up to now is 2697, adding 9 to it.
current sum of generated num up to now is 2706, adding 0 to it.
current sum of generated num up to now is 2706, adding 4 to it.
current sum of generated num up to now is 2710, adding 5 to it.
current sum of generated num up to now is 2715, adding 8 to it.
current sum of generated num up to now is 2723, adding 1 to it.
current sum of generated num up to now is 2724, adding 1 to it.
current sum of generated num up to now is 2725, adding 6 to it.
current sum of generated num up to now is 2731, adding 0 to it.
current sum of generated num up to now is 2731, adding 0 to it.
current sum of generated num up to now is 2731, adding 5 to it.
current sum of generated num up to now is 2736, adding 7 to it.
current sum of generated num up to now is 2743, adding 8 to it.
current sum of generated num up to now is 2751, adding 6 to it.
current sum of generated num up to now is 2757, adding 1 to it.
current sum of generated num up to now is 2758, adding 6 to it.
current sum of generated num up to now is 2764, adding 2 to it.
current sum of generated num up to now is 2766, adding 4 to it.
current sum of generated num up to now is 2770, adding 6 to it.
current sum of generated num up to now is 2776, adding 3 to it.
current sum of generated num up to now is 2779, adding 5 to it.
current sum of generated num up to now is 2784, adding 3 to it.
current sum of generated num up to now is 2787, adding 1 to it.
current sum of generated num up to now is 2788, adding 4 to it.
current sum of generated num up to now is 2792, adding 9 to it.
current sum of generated num up to now is 2801, adding 4 to it.
current sum of generated num up to now is 2805, adding 7 to it.
current sum of generated num up to now is 2812, adding 1 to it.
current sum of generated num up to now is 2813, adding 6 to it.
current sum of generated num up to now is 2819, adding 4 to it.
current sum of generated num up to now is 2823, adding 1 to it.
current sum of generated num up to now is 2824, adding 7 to it.
current sum of generated num up to now is 2831, adding 4 to it.
current sum of generated num up to now is 2835, adding 7 to it.
current sum of generated num up to now is 2842, adding 3 to it.
current sum of generated num up to now is 2845, adding 2 to it.
current sum of generated num up to now is 2847, adding 8 to it.
current sum of generated num up to now is 2855, adding 6 to it.
current sum of generated num up to now is 2861, adding 0 to it.
current sum of generated num up to now is 2861, adding 9 to it.
current sum of generated num up to now is 2870, adding 8 to it.
current sum of generated num up to now is 2878, adding 7 to it.
current sum of generated num up to now is 2885, adding 8 to it.
current sum of generated num up to now is 2893, adding 8 to it.
current sum of generated num up to now is 2901, adding 3 to it.
current sum of generated num up to now is 2904, adding 9 to it.
current sum of generated num up to now is 2913, adding 5 to it.
current sum of generated num up to now is 2918, adding 5 to it.
current sum of generated num up to now is 2923, adding 6 to it.
current sum of generated num up to now is 2929, adding 1 to it.
current sum of generated num up to now is 2930, adding 0 to it.
current sum of generated num up to now is 2930, adding 1 to it.
current sum of generated num up to now is 2931, adding 4 to it.
current sum of generated num up to now is 2935, adding 1 to it.
current sum of generated num up to now is 2936, adding 7 to it.
current sum of generated num up to now is 2943, adding 6 to it.
current sum of generated num up to now is 2949, adding 5 to it.
current sum of generated num up to now is 2954, adding 4 to it.
current sum of generated num up to now is 2958, adding 7 to it.
current sum of generated num up to now is 2965, adding 3 to it.
current sum of generated num up to now is 2968, adding 8 to it.
current sum of generated num up to now is 2976, adding 0 to it.
current sum of generated num up to now is 2976, adding 1 to it.
current sum of generated num up to now is 2977, adding 4 to it.
current sum of generated num up to now is 2981, adding 9 to it.
current sum of generated num up to now is 2990, adding 6 to it.
current sum of generated num up to now is 2996, adding 8 to it.
current sum of generated num up to now is 3004, adding 7 to it.
current sum of generated num up to now is 3011, adding 4 to it.
current sum of generated num up to now is 3015, adding 0 to it.
current sum of generated num up to now is 3015, adding 8 to it.
current sum of generated num up to now is 3023, adding 2 to it.
current sum of generated num up to now is 3025, adding 7 to it.
current sum of generated num up to now is 3032, adding 8 to it.
current sum of generated num up to now is 3040, adding 3 to it.
current sum of generated num up to now is 3043, adding 0 to it.
current sum of generated num up to now is 3043, adding 0 to it.
current sum of generated num up to now is 3043, adding 8 to it.
current sum of generated num up to now is 3051, adding 8 to it.
current sum of generated num up to now is 3059, adding 6 to it.
current sum of generated num up to now is 3065, adding 1 to it.
current sum of generated num up to now is 3066, adding 0 to it.
current sum of generated num up to now is 3066, adding 9 to it.
current sum of generated num up to now is 3075, adding 7 to it.
current sum of generated num up to now is 3082, adding 2 to it.
current sum of generated num up to now is 3084, adding 8 to it.
current sum of generated num up to now is 3092, adding 3 to it.
current sum of generated num up to now is 3095, adding 9 to it.
current sum of generated num up to now is 3104, adding 2 to it.
current sum of generated num up to now is 3106, adding 2 to it.
current sum of generated num up to now is 3108, adding 3 to it.
current sum of generated num up to now is 3111, adding 2 to it.
current sum of generated num up to now is 3113, adding 4 to it.
current sum of generated num up to now is 3117, adding 6 to it.
current sum of generated num up to now is 3123, adding 8 to it.
current sum of generated num up to now is 3131, adding 3 to it.
current sum of generated num up to now is 3134, adding 4 to it.
current sum of generated num up to now is 3138, adding 8 to it.
current sum of generated num up to now is 3146, adding 3 to it.
current sum of generated num up to now is 3149, adding 8 to it.
current sum of generated num up to now is 3157, adding 8 to it.
current sum of generated num up to now is 3165, adding 1 to it.
current sum of generated num up to now is 3166, adding 2 to it.
current sum of generated num up to now is 3168, adding 5 to it.
current sum of generated num up to now is 3173, adding 2 to it.
current sum of generated num up to now is 3175, adding 5 to it.
current sum of generated num up to now is 3180, adding 7 to it.
current sum of generated num up to now is 3187, adding 2 to it.
current sum of generated num up to now is 3189, adding 5 to it.
current sum of generated num up to now is 3194, adding 5 to it.
current sum of generated num up to now is 3199, adding 0 to it.
current sum of generated num up to now is 3199, adding 6 to it.
current sum of generated num up to now is 3205, adding 8 to it.
current sum of generated num up to now is 3213, adding 1 to it.
current sum of generated num up to now is 3214, adding 6 to it.
current sum of generated num up to now is 3220, adding 0 to it.
current sum of generated num up to now is 3220, adding 9 to it.
current sum of generated num up to now is 3229, adding 1 to it.
current sum of generated num up to now is 3230, adding 1 to it.
current sum of generated num up to now is 3231, adding 3 to it.
current sum of generated num up to now is 3234, adding 4 to it.
current sum of generated num up to now is 3238, adding 6 to it.
current sum of generated num up to now is 3244, adding 7 to it.
current sum of generated num up to now is 3251, adding 8 to it.
current sum of generated num up to now is 3259, adding 2 to it.
current sum of generated num up to now is 3261, adding 7 to it.
current sum of generated num up to now is 3268, adding 4 to it.
current sum of generated num up to now is 3272, adding 8 to it.
current sum of generated num up to now is 3280, adding 5 to it.
current sum of generated num up to now is 3285, adding 7 to it.
current sum of generated num up to now is 3292, adding 6 to it.
current sum of generated num up to now is 3298, adding 5 to it.
current sum of generated num up to now is 3303, adding 0 to it.
current sum of generated num up to now is 3303, adding 9 to it.
current sum of generated num up to now is 3312, adding 2 to it.
current sum of generated num up to now is 3314, adding 2 to it.
current sum of generated num up to now is 3316, adding 6 to it.
current sum of generated num up to now is 3322, adding 9 to it.
current sum of generated num up to now is 3331, adding 6 to it.
current sum of generated num up to now is 3337, adding 2 to it.
current sum of generated num up to now is 3339, adding 7 to it.
current sum of generated num up to now is 3346, adding 8 to it.
current sum of generated num up to now is 3354, adding 0 to it.
current sum of generated num up to now is 3354, adding 5 to it.
current sum of generated num up to now is 3359, adding 9 to it.
current sum of generated num up to now is 3368, adding 6 to it.
current sum of generated num up to now is 3374, adding 7 to it.
current sum of generated num up to now is 3381, adding 8 to it.
current sum of generated num up to now is 3389, adding 8 to it.
current sum of generated num up to now is 3397, adding 0 to it.
current sum of generated num up to now is 3397, adding 3 to it.
current sum of generated num up to now is 3400, adding 4 to it.
current sum of generated num up to now is 3404, adding 7 to it.
current sum of generated num up to now is 3411, adding 0 to it.
current sum of generated num up to now is 3411, adding 4 to it.
current sum of generated num up to now is 3415, adding 1 to it.
current sum of generated num up to now is 3416, adding 7 to it.
current sum of generated num up to now is 3423, adding 8 to it.
current sum of generated num up to now is 3431, adding 0 to it.
current sum of generated num up to now is 3431, adding 4 to it.
current sum of generated num up to now is 3435, adding 7 to it.
current sum of generated num up to now is 3442, adding 6 to it.
current sum of generated num up to now is 3448, adding 9 to it.
current sum of generated num up to now is 3457, adding 8 to it.
current sum of generated num up to now is 3465, adding 7 to it.
current sum of generated num up to now is 3472, adding 1 to it.
current sum of generated num up to now is 3473, adding 2 to it.
current sum of generated num up to now is 3475, adding 4 to it.
current sum of generated num up to now is 3479, adding 3 to it.
current sum of generated num up to now is 3482, adding 9 to it.
current sum of generated num up to now is 3491, adding 6 to it.
current sum of generated num up to now is 3497, adding 2 to it.
current sum of generated num up to now is 3499, adding 7 to it.
current sum of generated num up to now is 3506, adding 6 to it.
current sum of generated num up to now is 3512, adding 7 to it.
current sum of generated num up to now is 3519, adding 9 to it.
current sum of generated num up to now is 3528, adding 5 to it.
current sum of generated num up to now is 3533, adding 6 to it.
current sum of generated num up to now is 3539, adding 9 to it.
current sum of generated num up to now is 3548, adding 3 to it.
current sum of generated num up to now is 3551, adding 6 to it.
current sum of generated num up to now is 3557, adding 3 to it.
current sum of generated num up to now is 3560, adding 9 to it.
current sum of generated num up to now is 3569, adding 3 to it.
current sum of generated num up to now is 3572, adding 5 to it.
current sum of generated num up to now is 3577, adding 3 to it.
current sum of generated num up to now is 3580, adding 7 to it.
current sum of generated num up to now is 3587, adding 5 to it.
current sum of generated num up to now is 3592, adding 4 to it.
current sum of generated num up to now is 3596, adding 7 to it.
current sum of generated num up to now is 3603, adding 9 to it.
current sum of generated num up to now is 3612, adding 1 to it.
current sum of generated num up to now is 3613, adding 5 to it.
current sum of generated num up to now is 3618, adding 1 to it.
current sum of generated num up to now is 3619, adding 9 to it.
current sum of generated num up to now is 3628, adding 3 to it.
current sum of generated num up to now is 3631, adding 4 to it.
current sum of generated num up to now is 3635, adding 4 to it.
current sum of generated num up to now is 3639, adding 9 to it.
current sum of generated num up to now is 3648, adding 7 to it.
current sum of generated num up to now is 3655, adding 5 to it.
current sum of generated num up to now is 3660, adding 7 to it.
current sum of generated num up to now is 3667, adding 1 to it.
current sum of generated num up to now is 3668, adding 2 to it.
current sum of generated num up to now is 3670, adding 5 to it.
current sum of generated num up to now is 3675, adding 8 to it.
current sum of generated num up to now is 3683, adding 3 to it.
current sum of generated num up to now is 3686, adding 0 to it.
current sum of generated num up to now is 3686, adding 4 to it.
current sum of generated num up to now is 3690, adding 3 to it.
current sum of generated num up to now is 3693, adding 5 to it.
current sum of generated num up to now is 3698, adding 3 to it.
current sum of generated num up to now is 3701, adding 6 to it.
current sum of generated num up to now is 3707, adding 4 to it.
current sum of generated num up to now is 3711, adding 8 to it.
current sum of generated num up to now is 3719, adding 1 to it.
current sum of generated num up to now is 3720, adding 8 to it.
current sum of generated num up to now is 3728, adding 5 to it.
current sum of generated num up to now is 3733, adding 6 to it.
current sum of generated num up to now is 3739, adding 2 to it.
current sum of generated num up to now is 3741, adding 2 to it.
current sum of generated num up to now is 3743, adding 8 to it.
current sum of generated num up to now is 3751, adding 5 to it.
current sum of generated num up to now is 3756, adding 0 to it.
current sum of generated num up to now is 3756, adding 1 to it.
current sum of generated num up to now is 3757, adding 7 to it.
current sum of generated num up to now is 3764, adding 3 to it.
current sum of generated num up to now is 3767, adding 5 to it.
current sum of generated num up to now is 3772, adding 1 to it.
current sum of generated num up to now is 3773, adding 4 to it.
current sum of generated num up to now is 3777, adding 5 to it.
current sum of generated num up to now is 3782, adding 6 to it.
current sum of generated num up to now is 3788, adding 1 to it.
current sum of generated num up to now is 3789, adding 6 to it.
current sum of generated num up to now is 3795, adding 0 to it.
current sum of generated num up to now is 3795, adding 6 to it.
current sum of generated num up to now is 3801, adding 7 to it.
current sum of generated num up to now is 3808, adding 4 to it.
current sum of generated num up to now is 3812, adding 7 to it.
current sum of generated num up to now is 3819, adding 3 to it.
current sum of generated num up to now is 3822, adding 7 to it.
current sum of generated num up to now is 3829, adding 2 to it.
current sum of generated num up to now is 3831, adding 6 to it.
current sum of generated num up to now is 3837, adding 3 to it.
current sum of generated num up to now is 3840, adding 7 to it.
current sum of generated num up to now is 3847, adding 5 to it.
current sum of generated num up to now is 3852, adding 6 to it.
current sum of generated num up to now is 3858, adding 7 to it.
current sum of generated num up to now is 3865, adding 2 to it.
current sum of generated num up to now is 3867, adding 5 to it.
current sum of generated num up to now is 3872, adding 1 to it.
current sum of generated num up to now is 3873, adding 5 to it.
current sum of generated num up to now is 3878, adding 3 to it.
current sum of generated num up to now is 3881, adding 6 to it.
current sum of generated num up to now is 3887, adding 5 to it.
current sum of generated num up to now is 3892, adding 6 to it.
current sum of generated num up to now is 3898, adding 3 to it.
current sum of generated num up to now is 3901, adding 0 to it.
current sum of generated num up to now is 3901, adding 1 to it.
current sum of generated num up to now is 3902, adding 6 to it.
current sum of generated num up to now is 3908, adding 4 to it.
current sum of generated num up to now is 3912, adding 8 to it.
current sum of generated num up to now is 3920, adding 2 to it.
current sum of generated num up to now is 3922, adding 7 to it.
current sum of generated num up to now is 3929, adding 7 to it.
current sum of generated num up to now is 3936, adding 5 to it.
current sum of generated num up to now is 3941, adding 3 to it.
current sum of generated num up to now is 3944, adding 4 to it.
current sum of generated num up to now is 3948, adding 9 to it.
current sum of generated num up to now is 3957, adding 0 to it.
current sum of generated num up to now is 3957, adding 7 to it.
current sum of generated num up to now is 3964, adding 6 to it.
current sum of generated num up to now is 3970, adding 5 to it.
current sum of generated num up to now is 3975, adding 6 to it.
current sum of generated num up to now is 3981, adding 1 to it.
current sum of generated num up to now is 3982, adding 4 to it.
current sum of generated num up to now is 3986, adding 3 to it.
current sum of generated num up to now is 3989, adding 9 to it.
current sum of generated num up to now is 3998, adding 3 to it.
current sum of generated num up to now is 4001, adding 5 to it.
current sum of generated num up to now is 4006, adding 4 to it.
current sum of generated num up to now is 4010, adding 4 to it.
current sum of generated num up to now is 4014, adding 2 to it.
current sum of generated num up to now is 4016, adding 9 to it.
current sum of generated num up to now is 4025, adding 2 to it.
current sum of generated num up to now is 4027, adding 9 to it.
current sum of generated num up to now is 4036, adding 5 to it.
current sum of generated num up to now is 4041, adding 8 to it.
current sum of generated num up to now is 4049, adding 9 to it.
current sum of generated num up to now is 4058, adding 9 to it.
current sum of generated num up to now is 4067, adding 4 to it.
current sum of generated num up to now is 4071, adding 5 to it.
current sum of generated num up to now is 4076, adding 7 to it.
current sum of generated num up to now is 4083, adding 9 to it.
current sum of generated num up to now is 4092, adding 2 to it.
current sum of generated num up to now is 4094, adding 4 to it.
current sum of generated num up to now is 4098, adding 4 to it.
current sum of generated num up to now is 4102, adding 8 to it.
current sum of generated num up to now is 4110, adding 0 to it.
current sum of generated num up to now is 4110, adding 3 to it.
current sum of generated num up to now is 4113, adding 8 to it.
current sum of generated num up to now is 4121, adding 8 to it.
current sum of generated num up to now is 4129, adding 1 to it.
current sum of generated num up to now is 4130, adding 5 to it.
current sum of generated num up to now is 4135, adding 6 to it.
current sum of generated num up to now is 4141, adding 4 to it.
current sum of generated num up to now is 4145, adding 9 to it.
current sum of generated num up to now is 4154, adding 9 to it.
current sum of generated num up to now is 4163, adding 3 to it.
current sum of generated num up to now is 4166, adding 2 to it.
current sum of generated num up to now is 4168, adding 6 to it.
current sum of generated num up to now is 4174, adding 8 to it.
current sum of generated num up to now is 4182, adding 8 to it.
current sum of generated num up to now is 4190, adding 9 to it.
current sum of generated num up to now is 4199, adding 9 to it.
current sum of generated num up to now is 4208, adding 1 to it.
current sum of generated num up to now is 4209, adding 8 to it.
current sum of generated num up to now is 4217, adding 5 to it.
current sum of generated num up to now is 4222, adding 1 to it.
current sum of generated num up to now is 4223, adding 0 to it.
current sum of generated num up to now is 4223, adding 4 to it.
current sum of generated num up to now is 4227, adding 7 to it.
current sum of generated num up to now is 4234, adding 7 to it.
current sum of generated num up to now is 4241, adding 3 to it.
current sum of generated num up to now is 4244, adding 6 to it.
current sum of generated num up to now is 4250, adding 2 to it.
current sum of generated num up to now is 4252, adding 0 to it.
current sum of generated num up to now is 4252, adding 2 to it.
current sum of generated num up to now is 4254, adding 0 to it.
current sum of generated num up to now is 4254, adding 0 to it.
current sum of generated num up to now is 4254, adding 7 to it.
current sum of generated num up to now is 4261, adding 0 to it.
current sum of generated num up to now is 4261, adding 0 to it.
current sum of generated num up to now is 4261, adding 8 to it.
current sum of generated num up to now is 4269, adding 6 to it.
current sum of generated num up to now is 4275, adding 6 to it.
current sum of generated num up to now is 4281, adding 4 to it.
current sum of generated num up to now is 4285, adding 5 to it.
current sum of generated num up to now is 4290, adding 7 to it.
current sum of generated num up to now is 4297, adding 8 to it.
current sum of generated num up to now is 4305, adding 0 to it.
current sum of generated num up to now is 4305, adding 4 to it.
current sum of generated num up to now is 4309, adding 8 to it.
current sum of generated num up to now is 4317, adding 8 to it.
current sum of generated num up to now is 4325, adding 5 to it.
current sum of generated num up to now is 4330, adding 7 to it.
current sum of generated num up to now is 4337, adding 1 to it.
current sum of generated num up to now is 4338, adding 5 to it.
current sum of generated num up to now is 4343, adding 4 to it.
current sum of generated num up to now is 4347, adding 2 to it.
current sum of generated num up to now is 4349, adding 5 to it.
current sum of generated num up to now is 4354, adding 0 to it.
current sum of generated num up to now is 4354, adding 0 to it.
current sum of generated num up to now is 4354, adding 5 to it.
current sum of generated num up to now is 4359, adding 4 to it.
current sum of generated num up to now is 4363, adding 8 to it.
current sum of generated num up to now is 4371, adding 7 to it.
current sum of generated num up to now is 4378, adding 4 to it.
current sum of generated num up to now is 4382, adding 1 to it.
current sum of generated num up to now is 4383, adding 7 to it.
current sum of generated num up to now is 4390, adding 6 to it.
current sum of generated num up to now is 4396, adding 8 to it.
current sum of generated num up to now is 4404, adding 9 to it.
current sum of generated num up to now is 4413, adding 7 to it.
current sum of generated num up to now is 4420, adding 9 to it.
current sum of generated num up to now is 4429, adding 5 to it.
current sum of generated num up to now is 4434, adding 5 to it.
current sum of generated num up to now is 4439, adding 5 to it.
current sum of generated num up to now is 4444, adding 3 to it.
current sum of generated num up to now is 4447, adding 3 to it.
current sum of generated num up to now is 4450, adding 3 to it.
current sum of generated num up to now is 4453, adding 3 to it.
current sum of generated num up to now is 4456, adding 9 to it.
current sum of generated num up to now is 4465, adding 3 to it.
current sum of generated num up to now is 4468, adding 3 to it.
current sum of generated num up to now is 4471, adding 4 to it.
current sum of generated num up to now is 4475, adding 1 to it.
current sum of generated num up to now is 4476, adding 5 to it.
current sum of generated num up to now is 4481, adding 9 to it.
current sum of generated num up to now is 4490, adding 7 to it.
current sum of generated num up to now is 4497, adding 9 to it.
current sum of generated num up to now is 4506, adding 7 to it.
current sum of generated num up to now is 4513, adding 8 to it.
current sum of generated num up to now is 4521, adding 9 to it.
current sum of generated num up to now is 4530, adding 2 to it.
current sum of generated num up to now is 4532, adding 2 to it.
current sum of generated num up to now is 4534, adding 0 to it.
current sum of generated num up to now is 4534, adding 1 to it.
current sum of generated num up to now is 4535, adding 8 to it.
current sum of generated num up to now is 4543, adding 3 to it.
current sum of generated num up to now is 4546, adding 0 to it.
current sum of generated num up to now is 4546, adding 4 to it.
current sum of generated num up to now is 4550, adding 3 to it.
current sum of generated num up to now is 4553, adding 9 to it.
---+---+----+----------+---------+---+--+---+------+------+---+--+---
The sum of produced items by thread 140527460157184 at the end is: 868 
---+---+----+----------+---------+---+--+---+------+------+---+--+---

---+---+----+----------+---------+---+--+---+------+------+---+--+---
The sum of produced items by thread 140527468549888 at the end is: 917 
---+---+----+----------+---------+---+--+---+------+------+---+--+---

---+---+----+----------+---------+---+--+---+------+------+---+--+---
The sum of produced items by thread 140527493728000 at the end is: 963 
---+---+----+----------+---------+---+--+---+------+------+---+--+---

---+---+----+----------+---------+---+--+---+------+------+---+--+---
The sum of produced items by thread 140527485335296 at the end is: 899 
---+---+----+----------+---------+---+--+---+------+------+---+--+---

---+---+----+----------+---------+---+--+---+------+------+---+--+---
The sum of produced items by thread 140527476942592 at the end is: 915 
---+---+----+----------+---------+---+--+---+------+------+---+--+---

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
The value of counter at the end is: 4562 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
